% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.614676113e+05 +1.604676113e+05 +1.604676113e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +1.218735452e+05 +1.208735452e+05 +1.208735452e+05 -2.6986e+00 -1.3411e-01 -5.6691e-01 +1.3525e-01 +4.0233e+00
7 0 +6.373082231e+04 +6.273082231e+04 +6.273082231e+04 -1.2605e+00 -3.2806e-01 +3.1704e-01 +3.1162e+00 -7.5515e-01
13 0 +3.738186758e+04 +3.638186758e+04 +3.638186758e+04 -2.0967e+00 -3.8113e+00 +1.5704e+00 +3.0305e+00 +4.9022e-01
24 0 +1.920656409e+04 +1.820656409e+04 +1.820656409e+04 -2.0561e+00 +1.4457e+00 +3.2402e+00 -2.2051e-01 +3.3690e+00
28 0 +1.186744954e+04 +1.086744954e+04 +1.086744954e+04 -1.4025e+00 -1.1119e-01 +3.9019e+00 -8.2649e-01 +2.7430e+00
30 0 +1.704820613e+03 +7.048206132e+02 +7.048206132e+02 -3.7006e+00 -2.2608e+00 +5.9006e+00 -2.0767e-01 +1.0165e-01
34 0 +1.035441986e+02 -8.964558014e+02 -8.964558014e+02 -3.7245e+00 -2.3905e+00 +5.1434e+00 -6.3354e-01 +3.6165e+00
42 0 +6.532106062e+01 -9.346789394e+02 -9.346789394e+02 -5.0135e+00 -1.9480e+00 +4.5856e+00 +1.2462e+00 +1.1802e+00
45 0 +5.613689529e+01 -9.438631047e+02 -9.438631047e+02 -4.0959e+00 -3.1024e-01 +4.3946e+00 +1.1299e+00 +2.3886e-01
50 0 +5.351036810e+01 -9.464896319e+02 -9.464896319e+02 -5.2363e+00 -1.2791e+00 +6.2381e+00 +5.0014e-01 -1.0174e+00
109 0 +4.211413181e+01 -9.578858682e+02 -9.578858682e+02 -4.9716e+00 -1.9860e+00 +4.4856e+00 +2.9992e+00 -1.2811e+00
