% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.724536382e+06 +6.724326502e+06 +6.724326502e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +6.329322957e+06 +6.329113077e+06 +6.329113077e+06 +1.2784e+00 -2.5349e+00 +2.0821e+00 -1.0616e+00 +1.6240e-01 -2.2615e+00 +2.2666e+00 +4.2714e+00 +3.8287e-02 +3.0612e-01
4 0 +1.828284714e+06 +1.828074834e+06 +1.828074834e+06 -3.1935e-01 +1.7341e+00 +3.5182e+00 -3.7620e-01 -9.8092e-01 +2.0568e+00 -2.5969e-01 -3.4497e+00 -1.4501e+00 +1.5307e+00
13 0 +1.600920774e+06 +1.600710894e+06 +1.600710894e+06 +2.6735e+00 +9.7943e-01 +8.7475e-01 -3.2011e+00 -1.5827e-01 +3.4364e+00 -8.2007e-01 -3.0198e+00 -2.9066e+00 +1.9483e+00
16 0 +9.844654655e+05 +9.842555855e+05 +9.842555855e+05 +2.1235e+00 +3.4903e+00 +4.4935e-01 +1.9122e+00 +6.8783e-01 +3.7434e+00 -1.6530e+00 +2.3618e+00 +1.9133e-01 +2.3033e+00
32 0 +5.202086516e+05 +5.199987716e+05 +5.199987716e+05 +1.8544e+00 -4.0519e-01 -2.2761e+00 -1.6976e+00 +1.2597e+00 +3.2505e+00 -2.0972e+00 -1.5653e+00 -1.8754e+00 +2.9050e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.209000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.336158548e+06 +3.336066458e+06 +3.336066458e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +1.229405373e+06 +1.229313283e+06 +1.229313283e+06 +1.8335e+00 +2.7266e+00 +1.2994e+00 -9.0034e-01 -2.9693e+00 -6.2348e-01 -3.0463e+00 -1.3059e-01 -1.1332e+00 +2.2909e+00
10 0 +7.421773330e+05 +7.420852430e+05 +7.420852430e+05 -1.3718e+00 -5.4297e-01 +2.4301e-01 +2.1848e+00 -5.3686e-01 -2.7322e+00 -4.7049e-01 -8.7223e-01 -2.5263e-01 +9.3193e-01
11 0 +3.579961813e+05 +3.579040913e+05 +3.579040913e+05 -6.5219e-01 +1.8321e+00 -1.9427e+00 -1.1168e+00 -2.6108e+00 +1.9706e+00 +1.7974e+00 +8.5289e-01 +5.4419e-01 +2.1871e+00
30 0 +2.155161969e+05 +2.154241069e+05 +2.154241069e+05 -1.2895e+00 +7.6771e-02 -4.0673e+00 +2.6759e+00 -1.0663e+00 +1.3220e+00 +2.5528e-01 +2.8581e-01 -1.3584e-01 +1.9570e+00
32 0 +9.296130491e+04 +9.286921491e+04 +9.286921491e+04 -7.4400e-01 -3.4880e-01 -2.0182e+00 +1.0774e+00 -1.6206e+00 +7.3084e-01 +7.5419e-01 +9.7152e-01 +7.4450e-03 +1.7163e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-8.789000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.333357179e+07 +1.333348390e+07 +1.333348390e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 0 +2.963921825e+06 +2.963833935e+06 +2.963833935e+06 +1.8305e-01 +1.4627e+00 +1.0398e+00 +1.7343e+00 +2.9519e+00 +2.8643e+00 +2.5353e+00 -1.2900e+00 +3.3343e-01 +2.6514e+00
14 0 +2.437731119e+06 +2.437643229e+06 +2.437643229e+06 +1.3431e+00 +2.3556e+00 +6.9397e-01 -5.6729e-01 +1.8469e+00 +4.3674e+00 +4.6081e+00 -5.5548e-01 -2.5475e-01 +3.9558e+00
24 0 +2.371418895e+06 +2.371331005e+06 +2.371331005e+06 -3.3340e+00 +2.2743e+00 +1.3687e+00 +2.6713e-01 +3.3334e+00 +9.4494e-01 +2.8100e+00 +9.5393e-01 -2.8318e-01 +2.5179e+00
32 0 +9.821429627e+05 +9.820550727e+05 +9.820550727e+05 -1.5277e+00 +2.1763e+00 +8.5828e-01 +6.4763e-01 +1.8837e+00 +2.1561e+00 +3.3246e+00 +1.7646e-01 -1.0405e+00 +3.3876e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.201900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.959906569e+06 +2.960226759e+06 +2.960226759e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +2.371252930e+06 +2.371573120e+06 +2.371573120e+06 +1.6090e+00 +1.2147e+00 +1.6085e-01 +3.9248e+00 -7.2624e-02 +5.0884e-01 -2.4352e+00 +1.0816e+00 -8.9149e-01 -3.8796e-01
