% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.254483477e+07 +1.254462489e+07 +1.254462489e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +3.952190611e+06 +3.951980731e+06 +3.951980731e+06 -1.7457e+00 +2.5888e+00 +1.6030e+00
9 0 +6.028759292e+05 +6.026660492e+05 +6.026660492e+05 -9.0474e-01 +1.5705e+00 +2.7239e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.209000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.346713392e+04 +1.337504392e+04 +1.337504392e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 0 +3.782131499e+03 +3.690041499e+03 +3.690041499e+03 -5.7132e-01 +7.9187e-01 +7.7512e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-8.789000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.835926024e+06 +1.835838134e+06 +1.835838134e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.061237363e+05 +2.060358463e+05 +2.060358463e+05 -9.2310e-02 -2.4590e+00 +8.4683e-01
3 0 +1.582604224e+05 +1.581725324e+05 +1.581725324e+05 -4.6288e+00 -1.8301e+00 +8.9894e-01
7 0 +3.594361739e+04 +3.585572739e+04 +3.585572739e+04 +2.3304e+00 -1.3324e+00 +1.3521e+00
9 0 +3.333078977e+04 +3.324289977e+04 +3.324289977e+04 -1.8427e-03 -1.6151e+00 +1.1580e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.201900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.360873310e+06 +2.361193500e+06 +2.361193500e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +5.064330919e+05 +5.067532819e+05 +5.067532819e+05 -3.5584e-01 +1.8265e+00 +2.0841e+00
7 0 +9.630955914e+03 +9.951145914e+03 +9.951145914e+03 -2.6636e+00 +2.0368e-01 +1.3562e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.042400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.062769976e+06 +2.062665736e+06 +2.062665736e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +1.707336826e+06 +1.707232586e+06 +1.707232586e+06 -5.5012e-01 +1.9796e+00 +1.0678e-01
3 0 +6.294547176e+05 +6.293504776e+05 +6.293504776e+05 -1.9140e+00 +2.3196e+00 +4.9006e-01
4 0 +3.232232298e+05 +3.231189898e+05 +3.231189898e+05 -2.9721e+00 +2.3438e+00 +7.5950e-01
5 0 +2.272973533e+05 +2.271931133e+05 +2.271931133e+05 +1.3117e+00 -2.3139e-01 +8.5691e-01
7 0 +2.943935295e+04 +2.933511295e+04 +2.933511295e+04 -1.5775e+00 +1.4114e+00 +1.2752e+00
