% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.210000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.500000000e+01 +4.579000000e+01 +4.579000000e+01 +0.0000e+00 +0.0000e+00
2 0 +5.396224487e+01 +4.475224487e+01 +4.475224487e+01 -2.9476e+00 +3.9853e-01
3 0 +2.205408917e+01 +1.284408917e+01 +1.284408917e+01 -2.8462e+00 +3.5792e+00
9 0 +1.043302483e+01 +1.223024827e+00 +1.223024827e+00 -1.5815e+00 +4.6148e+00
15 0 +8.597371225e+00 -6.126287753e-01 -6.126287753e-01 -3.0149e+00 +4.9418e+00
16 0 +7.924370380e+00 -1.285629620e+00 -1.285629620e+00 -2.9244e+00 +6.9436e+00
22 0 +7.381603425e+00 -1.828396575e+00 -1.828396575e+00 -2.3816e+00 +9.3285e+00
26 0 +2.893074390e+00 -6.316925610e+00 -6.316925610e+00 +2.1069e+00 +1.5626e+01
30 0 +7.844202155e-01 -8.425579784e+00 -8.425579784e+00 +4.2156e+00 +1.3400e+01
33 0 +0.000000000e+00 -9.210000000e+00 -9.210000000e+00 +7.1018e+00 +2.2908e+01
