% f evaluations | g evaluations | best noise-free fitness - Fopt (9.294000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.446256321e+02 +8.375656321e+02 +8.375656321e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +5.193433384e+02 +6.122833384e+02 +6.122833384e+02 +1.4705e+00 +2.6946e+00 -3.1906e+00 +3.0723e+00 +1.8496e+00 -8.8094e-01 -1.4830e-01 -3.7578e+00 -8.8540e-01 -3.3397e-01
7 0 +2.929845622e+02 +3.859245622e+02 +3.859245622e+02 +2.4775e+00 +2.7131e+00 -3.4338e+00 +8.7894e-01 +5.4971e-01 +1.0448e+00 -1.9255e+00 -9.1038e-01 +1.5251e+00 -4.5148e-01
15 0 +1.829875724e+02 +2.759275724e+02 +2.759275724e+02 -2.5343e-01 -7.3575e-01 -3.5306e+00 +4.6668e+00 +4.2482e-01 +1.7589e+00 -1.3425e+00 -2.8244e+00 +1.1526e+00 -1.7191e+00
19 0 +8.682161717e+01 +1.797616172e+02 +1.797616172e+02 +3.3327e+00 +1.2078e+00 -1.9949e+00 +5.3805e+00 +3.8621e+00 -6.7988e-01 +2.1322e+00 +1.4773e+00 +2.5138e+00 +1.8861e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.535000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.817950521e+02 +4.171450521e+02 +4.171450521e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +3.443047115e+02 +3.796547115e+02 +3.796547115e+02 +2.8412e-01 +3.6771e-01 -1.5017e+00 +2.4320e+00 -2.0828e+00 +6.1568e-01 +1.3791e-01 +1.4468e+00 -5.4348e-01 +1.8812e+00
11 0 +2.473660319e+02 +2.827160319e+02 +2.827160319e+02 -1.2370e+00 +4.5373e-01 -6.3644e-01 +4.4470e+00 +1.5567e+00 -1.2363e+00 -1.1740e+00 +4.9474e-01 -2.3049e-01 -4.3465e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.820000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.465692563e+02 +2.503892563e+02 +2.503892563e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.175000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.295796235e+02 +3.513296235e+02 +3.513296235e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.587096205e+02 +2.804596205e+02 +2.804596205e+02 -3.1767e-01 -2.6241e+00 -6.3113e-01 +4.1745e-01 -5.1505e+00 -1.6455e+00 +1.6000e-01 -2.2925e+00 +2.1864e+00 +6.0067e-01
14 0 +1.917045056e+02 +2.134545056e+02 +2.134545056e+02 +1.5862e+00 -2.9734e-01 -3.9011e+00 -6.6109e-01 -2.1413e+00 -2.0764e+00 +4.9094e+00 -3.8161e+00 +2.4101e+00 +1.7234e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.479000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.557821840e+02 +4.205721840e+02 +4.205721840e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +3.173246581e+02 +3.821146581e+02 +3.821146581e+02 +1.5257e+00 -4.0726e+00 -5.7630e+00 -2.5907e-01 +3.3603e+00 +4.6532e-01 -2.1508e+00 -8.6825e-01 -3.5172e-01 +2.7633e+00
3 0 +1.347798051e+02 +1.995698051e+02 +1.995698051e+02 +1.6241e+00 -2.4290e+00 -1.0576e+00 +2.4692e+00 +3.4055e-01 -5.3979e-01 -3.2253e+00 +1.3376e+00 +1.3948e+00 +7.6355e-01
8 0 +1.182522942e+02 +1.830422942e+02 +1.830422942e+02 +1.2234e+00 +2.7764e+00 +6.5060e-01 +3.3684e+00 +5.3717e-01 +8.1019e-02 -2.6638e+00 +2.0393e-02 -2.1510e-02 +2.8589e+00
