% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.465000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.592654473e+03 +6.046154473e+03 +6.046154473e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +4.967227805e+03 +4.420727805e+03 +4.420727805e+03 +2.6900e+00 +8.5305e-01 -1.7738e+00 -2.5288e+00 +2.7756e+00
6 0 +1.873341905e+03 +1.326841905e+03 +1.326841905e+03 -2.3186e+00 +6.3643e-01 -1.1157e+00 -4.4753e-01 +1.0793e+00
10 0 +5.899555896e+00 -5.406004441e+02 -5.406004441e+02 +5.0753e-01 +1.0418e+00 -2.3358e-01 -2.8799e+00 +1.4156e+00
18 0 +4.381014467e+00 -5.421189855e+02 -5.421189855e+02 -5.5715e-02 +1.2494e+00 +1.8652e-01 -2.2502e+00 +1.0590e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.592654473e+03 +7.592654473e+03 +7.592654473e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +3.888334491e+00 +1.003888334e+03 +1.003888334e+03 -8.1943e-01 +3.6274e-01 +6.9079e-02 -1.2474e+00 -1.6265e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.083800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.592654473e+03 +6.801034473e+03 +6.801034473e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
18 0 +3.146527465e+03 +3.354907465e+03 +3.354907465e+03 -1.3856e+00 +1.0657e+00 -3.8917e-01 +1.1956e+00 +3.3390e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.449600000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.592654473e+03 +6.447694473e+03 +6.447694473e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +5.380030569e+03 +5.235070569e+03 +5.235070569e+03 -6.1057e-01 +5.4308e-01 -1.2125e+00 -1.2171e+00 -3.6108e+00
6 0 +2.933189557e+03 +2.788229557e+03 +2.788229557e+03 -1.9452e-01 +2.5740e-01 +1.2821e+00 -1.9685e+00 -3.3254e-01
10 0 +1.994743679e+03 +1.849783679e+03 +1.849783679e+03 +1.3923e+00 -2.7139e+00 +5.7022e-01 -2.4643e+00 +1.4680e-01
11 0 +9.158819283e+02 +7.709219283e+02 +7.709219283e+02 -2.2244e+00 +1.1222e+00 -1.1090e+00 -5.4710e-01 -5.6099e-01
13 0 +2.268082936e+01 -1.222791706e+02 -1.222791706e+02 -1.0792e+00 +1.2606e+00 -1.4746e+00 -1.8488e+00 -1.6620e+00
18 0 +3.970979241e+00 -1.409890208e+02 -1.409890208e+02 -9.8145e-01 +5.1042e-01 -1.0750e+00 -1.4694e+00 -1.0371e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.300000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.592654473e+03 +6.586354473e+03 +6.586354473e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +3.917606809e+03 +3.911306809e+03 +3.911306809e+03 +1.8945e-01 +4.0562e-01 +6.2653e-01 +3.1427e+00 -2.8485e+00
10 0 +2.208687149e+02 +2.145687149e+02 +2.145687149e+02 -8.6742e-01 +1.1156e+00 -1.8193e+00 +2.5053e-01 -1.0223e+00
18 0 +7.272914362e+00 +9.729143616e-01 +9.729143616e-01 -8.9093e-02 +8.7573e-01 -1.1659e+00 +8.1334e-01 -1.6562e+00
