% f evaluations | g evaluations | best noise-free fitness - Fopt (6.870000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.700119263e+01 +2.387119263e+01 +2.387119263e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +1.109272164e+01 +1.796272164e+01 +1.796272164e+01 -5.2532e+00 -5.2829e-01 +1.7323e+00 +2.8232e+00 -9.6142e-01 -3.4252e+00 -4.0324e+00 -2.4329e+00 -3.1296e+00 -3.5203e+00
18 0 +9.867265192e+00 +1.673726519e+01 +1.673726519e+01 -5.3567e-01 +2.8160e+00 -1.3217e-01 +1.8030e+00 -1.3286e+00 -6.1340e+00 -1.7791e+00 -4.4008e+00 -1.7669e+00 -5.8877e+00
19 0 +8.053525001e+00 +1.492352500e+01 +1.492352500e+01 -3.4172e+00 -2.0165e+00 +3.4671e+00 +1.6121e+00 +8.8712e-01 +1.5283e+00 -1.0335e+00 +1.2811e+00 -4.9206e+00 +2.4910e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e-02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.237923688e+00 +9.247923688e+00 +9.247923688e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +2.994880300e+00 +3.004880300e+00 +3.004880300e+00 -3.1189e+00 +4.5511e-01 +1.0443e+00 -4.0385e-01 +1.0710e+00 +1.1961e+00 -1.7539e+00 +5.7145e+00 -4.7587e+00 +1.9907e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.306100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.631815340e+01 -1.142918466e+02 -1.142918466e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +1.008613113e+01 -1.205238689e+02 -1.205238689e+02 +1.2980e+00 +1.4701e+00 -2.7226e+00 -1.3241e+00 +7.1529e-01 +2.4221e+00 -6.3674e-01 +5.0620e+00 +1.1492e+00 -3.8747e+00
4 0 +7.455349705e+00 -1.231546503e+02 -1.231546503e+02 -3.1078e+00 +1.3776e+00 -2.4060e+00 -1.0088e+00 -5.4601e-01 +1.6640e+00 -9.7351e-01 +1.7987e+00 -7.5497e-01 +2.4486e+00
10 0 +6.576640553e+00 -1.240333594e+02 -1.240333594e+02 +1.4250e+00 -1.4245e+00 +6.4073e-01 +4.4371e+00 +7.8183e-01 +3.1965e+00 -1.0874e+00 +1.0438e+00 -8.5860e-01 +9.1022e-01
19 0 +5.983735440e+00 -1.246262646e+02 -1.246262646e+02 -1.6966e+00 -3.8189e+00 +2.1296e+00 -2.7303e+00 +4.3952e+00 +1.6693e+00 +2.2164e+00 +7.3069e-02 +1.2824e+00 -1.2645e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.231200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.847414819e+01 -1.946458518e+02 -1.946458518e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +1.731039413e+01 -2.058096059e+02 -2.058096059e+02 -6.2854e-01 +1.5404e+00 +1.6619e+00 -1.3894e+00 +3.8259e+00 +8.2713e-01 -3.0981e-01 -7.5315e-02 +2.1501e-01 -1.4000e+00
3 0 +7.899213236e+00 -2.152207868e+02 -2.152207868e+02 -3.0841e+00 -4.1761e-01 -3.5991e+00 -7.8417e-01 -3.5546e+00 +1.6844e+00 -1.4372e+00 -4.3368e+00 -6.7388e+00 +4.6606e-01
5 0 +7.261574441e+00 -2.158584256e+02 -2.158584256e+02 -1.3582e+00 +2.1838e+00 -1.2121e+00 -5.4413e-01 -6.8977e-02 +2.8171e-01 -1.2954e+00 -1.4889e+00 +2.0144e+00 -4.5287e-01
6 0 +3.930147423e+00 -2.191898526e+02 -2.191898526e+02 -2.9298e+00 +2.4297e+00 -4.2375e+00 -3.7294e+00 -3.5250e+00 +9.2259e-01 -1.0453e+00 -2.0744e+00 -2.6122e+00 +2.6930e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.443000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
