% f evaluations | g evaluations | best noise-free fitness - Fopt (1.321800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.126387241e+02 +3.448187241e+02 +3.448187241e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +1.990359711e+02 +3.312159711e+02 +3.312159711e+02 -6.3781e-01 +2.1466e+00 +3.9403e+00 -7.9547e-01 -7.0850e-01 +7.9274e-01 +5.3622e-01 -1.5256e+00 +6.5400e-01 -3.1141e-01
5 0 +1.379763503e+02 +2.701563503e+02 +2.701563503e+02 -1.2104e+00 -2.3023e-01 +1.0669e+00 -1.9323e+00 -2.4469e+00 -9.8259e-01 -2.7596e+00 +1.3028e+00 +7.0096e-01 -1.8542e+00
32 0 +1.154811284e+02 +2.476611284e+02 +2.476611284e+02 -2.6610e+00 +4.6880e+00 +4.7585e+00 -3.3105e+00 -4.3604e-01 -7.4834e-01 -1.7580e+00 -7.0229e-01 +1.9109e-01 -3.0505e-01
116 0 +1.105640257e+02 +2.427440257e+02 +2.427440257e+02 -4.5833e+00 +1.4256e+00 +5.7580e+00 -2.6582e+00 -2.4384e+00 -1.0829e+00 -1.8841e+00 -7.3888e-01 +4.5246e-01 -8.6956e-01
131 0 +1.088822805e+02 +2.410622805e+02 +2.410622805e+02 -3.6565e+00 +6.5746e-01 +2.5615e+00 -2.0950e+00 -1.5389e+00 -1.7171e+00 -1.3057e+00 -5.5633e-01 +4.0905e-01 -1.4035e-01
133 0 +8.750403198e+01 +2.196840320e+02 +2.196840320e+02 -4.8793e+00 -5.1488e-01 +3.2658e+00 -2.6577e+00 -1.9019e+00 -9.5860e-01 -1.7775e+00 -2.5160e-01 +7.1447e-01 -3.8930e-01
156 0 +8.606056110e+01 +2.182405611e+02 +2.182405611e+02 -7.0412e+00 +6.7097e-01 +2.7766e+00 -1.1027e+00 -2.5092e+00 -1.5555e+00 -1.6751e+00 -3.1124e-01 +1.4171e+00 -4.8777e-01
175 0 +8.425273958e+01 +2.164327396e+02 +2.164327396e+02 -5.5240e+00 -5.4321e-02 +3.0434e+00 -2.3904e+00 -1.9800e+00 -1.5719e+00 -2.2709e+00 +1.5652e-02 +1.3370e+00 -1.0664e-01
176 0 +7.207356864e+01 +2.042535686e+02 +2.042535686e+02 -5.0257e+00 +6.9343e-01 +3.2226e+00 -1.1760e+00 -3.1661e+00 -2.0957e+00 -2.1862e+00 -3.1951e-01 +8.5778e-01 +1.9334e-01
198 0 +6.444023345e+01 +1.966202335e+02 +1.966202335e+02 -4.7438e+00 +1.3775e+00 +3.4841e+00 -1.9403e+00 -2.2120e+00 -1.0026e+00 -2.3558e+00 -7.6289e-01 +1.1934e+00 +1.3834e-02
